partner_id	gene_symbol	uniprot_id	entrez_id	ensembl_id
4702	glcA67A	Q8VP74	N/A	N/A
4705	N/A	P60355	N/A	N/A
4715	xlnA	P26514	N/A	N/A
4718	CLPP	Q16740	8192	ENSG00000125656
4721	manA	P77847	N/A	N/A
4725	N/A	Q7SID9	N/A	N/A
4747	PA3967	Q9HX49	N/A	N/A
4748	sacB	P05655	N/A	N/A
4750	S100A11	P31949	6282	ENSG00000163191
4751	MAPK12	P53778	6300	ENSG00000188130
4752	PECR	Q9BY49	55825	ENSG00000115425
4755	ruvB	Q5SL87	N/A	N/A
4757	CYP2C9	P11712	1559	ENSG00000138109
4759	cyaB2	P94182	N/A	N/A
4760	mll3241	Q98GN8	N/A	N/A
4762	acuC1	O67135	N/A	N/A
4764	CYP165C4	Q8RN03	N/A	N/A
4771	nir	O68601	N/A	N/A
4773	DCK	P27707	1633	ENSG00000156136
4774	N/A	Q94M05	N/A	N/A
4775	lipJ	O07732	N/A	N/A
4776	carA	Q9XB61	N/A	N/A
4778	nspA	Q9RP17	N/A	N/A
4780	PFI0380c	Q8I372	N/A	N/A
4781	DR_1240	Q9RUZ0	N/A	N/A
4782	Moth_1208	Q2RJ67	N/A	N/A
4783	N/A	P27915	N/A	N/A
4784	manB	Q9RIK9	N/A	N/A
4785	IGHG1	P01857	N/A	ENSG00000211896
4787	env	P05884	N/A	N/A
4790	gtfA	P96558	N/A	N/A
4791	cbhA	Q59325	N/A	N/A
4792	aguA	Q8VVD2	N/A	N/A
4794	pckA	P22259	N/A	N/A
4795	ndx1	Q75UV1	N/A	N/A
4801	dtxR	P33120	N/A	N/A
4802	c-des	Q9ZHG9	N/A	N/A
4803	sseA	P31142	N/A	N/A
4804	hcp	P31101	N/A	N/A
4806	TTHA1028	Q5SJI0	N/A	N/A
4808	xynC	O68541	N/A	N/A
4810	bgl3	Q59976	N/A	N/A
4811	ams	Q9ZEU2	N/A	N/A
4812	blaCTX-M-14	Q9L5C7	N/A	N/A
4813	hmuO	P71119	N/A	N/A
4814	ATOX1	O00244	475	ENSG00000177556
4816	N/A	P83689	N/A	N/A
4817	scrY	P22340	N/A	N/A
4818	blaCTX-M-27	Q840M4	N/A	N/A
4819	N/A	Q7SIG1	N/A	N/A
4820	env	P12488	N/A	N/A
4821	pol	O09893	N/A	N/A
4823	TM_1744	Q9X266	N/A	N/A
4824	HSD17B11	Q8NBQ5	51170	ENSG00000198189
4825	TTHA1435	Q5SID9	N/A	N/A
4828	ZFY	P08048	7544	ENSG00000067646
4829	VC_1968	Q9KQN0	N/A	N/A
4830	galM	Q9ZB17	N/A	N/A
4832	camK	Q93TU6	N/A	N/A
4833	pccB	Q9X4K7	N/A	N/A
4835	carC	Q9XB59	N/A	N/A
4836	gltS	P55038	N/A	N/A
4837	cag-alfa	Q7BK04	N/A	N/A
4838	PMS2	P54278	5395	ENSG00000122512
4839	dnaX	P06710	N/A	N/A
4845	ADAM33	Q9BZ11	80332	ENSG00000149451
4850	APOH	P02749	350	ENSG00000091583
4852	RTN4R	Q9BZR6	65078	ENSG00000040608
4856	CD209	Q9NNX6	30835	ENSG00000090659
4857	AZGP1	P25311	563	ENSG00000160862
4859	env	P03391	N/A	N/A
4861	IL6R	P08887	3570	ENSG00000160712
4869	A430L	P30328	N/A	N/A
4871	endOF3	P36913	N/A	N/A
4875	F	P35936	N/A	N/A
4877	man	Q9ZF13	N/A	N/A
4878	CGA	P01215	1081	ENSG00000135346
4880	CD46	P15529	4179	ENSG00000117335
4882	DPP6	P42658	1804	ENSG00000130226
4889	IGHE	P01854	N/A	ENSG00000211891
4890	HA	P03437	N/A	N/A
4892	N/A	P03315	N/A	N/A
4895	sud	Q56748	N/A	N/A
4896	lgtC	Q93EK7	N/A	N/A
4902	Ddes_2038	Q9RN68	N/A	N/A
4903	Tar4	Q8RBX6	N/A	N/A
4904	GSU1996	Q74BP5	N/A	N/A
4905	N/A	P00080	N/A	N/A
4906	bfr	Q59738	N/A	N/A
4907	moxG	P14774	N/A	N/A
4908	dosP	P76129	N/A	N/A
4909	cooA	P72322	N/A	N/A
4910	CYGB	Q8WWM9	114757	ENSG00000161544
4912	ifcA	Q9Z4P0	N/A	N/A
4915	psbV	P82603	N/A	N/A
4916	glbN	P73925	N/A	N/A
4920	katG	Q939D2	N/A	N/A
4922	SO_4144	Q8E9W8	N/A	N/A
4923	DvMF_2499	P00132	N/A	N/A
4924	CYP2C8	P10632	1558	ENSG00000138115
4925	shp	P81238	N/A	N/A
4926	hemAT	O07621	N/A	N/A
4927	nrfA	Q9Z4P4	N/A	N/A
4931	CYP167A1	Q9KIZ4	N/A	N/A
4934	nirM	P00099	N/A	N/A
4935	cycA1	Q57142	N/A	N/A
4936	N/A	P81154	N/A	N/A
4937	rcoxA	Q9F3S9	N/A	N/A
4938	cycA	Q5SME3	N/A	N/A
4939	cycA	P00094	N/A	N/A
4941	katB	P46206	N/A	N/A
4942	napB	P44654	N/A	N/A
4943	petJ	P00118	N/A	N/A
4944	fixL	P10955	N/A	N/A
4945	N/A	P00133	N/A	N/A
4947	vhb	P04252	N/A	N/A
4948	N/A	P82599	N/A	N/A
4949	DVU_3171	P00131	N/A	N/A
4952	katA	Q834P5	N/A	N/A
4953	nrfA	Q9S1E5	N/A	N/A
4954	N/A	P82291	N/A	N/A
4956	qbdA	Q8GR64	N/A	N/A
4959	psbV	P0A387	N/A	N/A
4960	SCO7417	Q9L142	N/A	N/A
4961	hasA	Q54450	N/A	N/A
4963	SCO2884	Q9KZR7	N/A	N/A
4964	cycA	P00091	N/A	N/A
4965	bfr	P22759	N/A	N/A
4967	cycA	P00149	N/A	N/A
4968	cytc3	Q9L915	N/A	N/A
4969	hmp	P24232	N/A	N/A
4970	nrfA	Q8VNU2	N/A	N/A
4971	hmcA	Q9XCU0	N/A	N/A
4972	cinA	Q8VQF6	N/A	N/A
4975	RPA3973	P00150	N/A	N/A
4976	petA	P95522	N/A	N/A
4979	cycA	P00083	N/A	N/A
4981	pigA	O69002	N/A	N/A
4982	pbsA2	P74133	N/A	N/A
4984	NGB	Q9NPG2	58157	ENSG00000165553
4988	SUOX	P51687	6821	ENSG00000139531
4989	ccp	P55929	N/A	N/A
4990	ppcA	Q8GGK7	N/A	N/A
4992	N/A	P83787	N/A	N/A
4993	hao1	Q50925	N/A	N/A
4994	glbO	P0A595	N/A	N/A
4997	SO_2727	Q8EDL6	N/A	N/A
4998	yjbI	O31607	N/A	N/A
4999	CYP165B3	Q8RN04	N/A	N/A
5000	hemO	Q9RGD9	N/A	N/A
5003	N/A	Q06319	N/A	N/A
5006	RNASE4	Q53X86	N/A	N/A
5012	N/A	P01709	N/A	N/A
5023	N/A	Q7SIE2	N/A	N/A
5024	N/A	Q7SIE3	N/A	N/A
5036	CCL8	P80075	6355	ENSG00000108700
5038	N/A	P00138	N/A	N/A
5040	plcA	P34024	N/A	N/A
5041	rpiB	Q79FD7	N/A	N/A
5046	eco	P23827	N/A	N/A
5056	treZ	Q9RX51	N/A	N/A
5060	ITEVIR	P13299	N/A	N/A
5072	dmg	Q9AGP8	N/A	N/A
5073	petH	P21890	N/A	N/A
5075	cysJ	P38038	N/A	N/A
5076	fpr	Q44532	N/A	N/A
5077	N/A	P18925	N/A	N/A
5078	PSPTO1126	Q888A4	N/A	N/A
5079	phrB	P00914	N/A	N/A
5080	phr	P05327	N/A	N/A
5081	nadB	P10902	N/A	N/A
5083	cry	P77967	N/A	N/A
5091	murB	P08373	N/A	N/A
5093	murB	P61432	N/A	N/A
5094	metF	Q9RA47	N/A	N/A
5095	camA	P16640	N/A	N/A
5097	lpdA	O53355	N/A	N/A
5099	glf	O06934	N/A	N/A
5100	abfD	P55792	N/A	N/A
5102	pchF	P09788	N/A	N/A
5107	ahpF	P19480	N/A	N/A
5109	m-6	Q51225	N/A	N/A
5110	GR2	Q94655	N/A	N/A
5111	pamO	Q47PU3	N/A	N/A
5112	benC	P07771	N/A	N/A
5114	TT_C0779	Q72JJ3	N/A	N/A
5115	fkbI	Q9KIE5	N/A	N/A
5117	lpd	P14218	N/A	N/A
5118	ahpF	P35340	N/A	N/A
5119	petH	P58558	N/A	N/A
5121	fpr	P28861	N/A	N/A
5122	mrsD	Q9RC23	N/A	N/A
5123	ushA	P07024	N/A	N/A
5124	N/A	Q7SIA3	N/A	N/A
5125	nosZ	Q51705	N/A	N/A
5126	rocF	P53608	N/A	N/A
5127	rmlC	Q8GIQ0	N/A	N/A
5131	phzG	O69755	N/A	N/A
5132	udp	P0A1F6	N/A	N/A
5142	PPI	Q9S427	N/A	N/A
5150	xynY	P51584	N/A	N/A
5157	DHRS11	Q6UWP2	79154	ENSG00000108272; ENSG00000261508
5164	pqqC	P27505	N/A	N/A
5165	exaA	Q9Z4J7	N/A	N/A
5169	azoR	P63462	N/A	N/A
5170	epiD	P30197	N/A	N/A
5171	aroC	P56122	N/A	N/A
5172	isiB	P0A3D9	N/A	N/A
5173	isiB	P10340	N/A	N/A
5175	SMU_260	Q8DW21	N/A	N/A
5176	moxC	O34974	N/A	N/A
5177	TM_0096	Q9WXV1	N/A	N/A
5178	nrdI	P50618	N/A	N/A
5179	pad1	P69772	N/A	N/A
5180	mdlB	P20932	N/A	N/A
5181	azr	O07529	N/A	N/A
5182	fldA	Q9ZK53	N/A	N/A
5184	nfnB	Q01234	N/A	N/A
5187	fni	Q746I8	N/A	N/A
5189	tmd	P16099	N/A	N/A
5190	roo	Q9F0J6	N/A	N/A
5191	morB	Q51990	N/A	N/A
5193	phzG	Q51793	N/A	N/A
5194	PA1204	Q9I4D4	N/A	N/A
5197	DR_A0214	Q9RYU4	N/A	N/A
5198	fldA	P61949	N/A	N/A
5199	fni	P50740	N/A	N/A
5200	nox	Q60049	N/A	N/A
5201	DvMF_2023	Q46604	N/A	N/A
5202	BC_1844	Q81EW9	N/A	N/A
5206	PPCDC	Q96CD2	60490	ENSG00000138621
5207	DR_A0149	Q9RZ04	N/A	N/A
5208	fadR	P94548	N/A	N/A
5209	malE	Q9RHZ6	N/A	N/A
5211	N/A	Q8GB52	N/A	N/A
5212	estB	Q53547	N/A	N/A
5213	MOD	Q9REC4	N/A	N/A
5214	P/V	P03422	N/A	N/A
5216	psbV	Q55013	N/A	N/A
5217	cycM	P54820	N/A	N/A
5218	nirM	P00101	N/A	N/A
5219	cyd	P00137	N/A	N/A
5220	Ddes_2150	P81040	N/A	N/A
5221	N/A	P00136	N/A	N/A
5222	ccpA	P14532	N/A	N/A
5223	cycP	P00148	N/A	N/A
5226	ninB	P03765	N/A	N/A
5239	ppx	O67040	N/A	N/A
5240	Rv2991	O53240	N/A	N/A
5241	tpx	P66952	N/A	N/A
5245	N/A	Q59675	N/A	N/A
5246	BH2105	Q9KB30	N/A	N/A
5247	N/A	P40943	N/A	N/A
5248	xlnA	P09850	N/A	N/A
5249	N/A	Q7SI98	N/A	N/A
5250	xyl	Q8RJN8	N/A	N/A
5251	CBR1	P16152	873	ENSG00000159228
5252	glmU	Q97R46	N/A	N/A
5254	PGLYRP3	Q96LB9	114771	ENSG00000159527
5255	Tcdut	O15923	N/A	N/A
5256	pol	P03371	N/A	N/A
5257	udg	Q7WYV4	N/A	N/A
5258	pdp	P77836	N/A	N/A
5259	ntrC1	O67198	N/A	N/A
5261	purL	P74881	N/A	N/A
5263	recA	P0A7G9	N/A	N/A
5264	REP	P03132	N/A	N/A
5265	ftsH	Q9LCZ4	N/A	N/A
5266	hgdC	P11568	N/A	N/A
5269	gshB	P04425	N/A	N/A
5270	clpX	O25926	N/A	N/A
5271	PTK2	Q05397	5747	ENSG00000169398
5275	lmrA	Q9CHL8	N/A	N/A
5276	dnaA	O66659	N/A	N/A
5277	secA	P28366	N/A	N/A
5278	PAPSS1	O43252	9061	ENSG00000138801
5281	parM	P11904	N/A	N/A
5283	ddlB	Q83MF7	N/A	N/A
5284	N/A	P03070	N/A	N/A
5285	KIF5B	P33176	3799	ENSG00000170759
5287	N/A	P83820	N/A	N/A
5288	aroK	P0A4Z2	N/A	N/A
5289	coaD	O34797	N/A	N/A
5290	hslU	P43773	N/A	N/A
5291	glgA1	P0A3F3	N/A	N/A
5292	TT_C1605	Q72H90	N/A	N/A
5293	aroL	P10880	N/A	N/A
5294	NME1	P15531	4830	ENSG00000239672
5295	TT_P0036	Q746L7	N/A	N/A
5299	ddl	Q48745	N/A	N/A
5300	TAP1	Q03518	6890	ENSG00000168394; ENSG00000206297; ENSG00000226173; ENSG00000227816; ENSG00000230705; ENSG00000224212; ENSG00000232367
5301	tdk	Q97F65	N/A	N/A
5302	trwB	Q04230	N/A	N/A
5304	TM_0021	Q9WXM9	N/A	N/A
5305	purK	P09029	N/A	N/A
5308	secA1	P0A5Y8	N/A	N/A
5312	KIF1A	Q12756	547	ENSG00000130294
5314	HI_0065	P44492	N/A	N/A
5315	htpG	P0A6Z3	N/A	N/A
5322	ydhF	P76187	N/A	N/A
5325	DECR1	Q16698	1666	ENSG00000104325
5326	TM_0441	Q9WYS2	N/A	N/A
5328	Tb11.02.2310	Q9GV41	N/A	N/A
5330	yhdN	P80874	N/A	N/A
5332	mtdA	P55818	N/A	N/A
5333	TM_0920	Q9X022	N/A	N/A
5342	TM_0820	Q9WZS7	N/A	N/A
5343	aldH	Q56694	N/A	N/A
5346	TM_1009	Q9X0A2	N/A	N/A
5352	THYA	P13100	N/A	N/A
5353	gadA	P69908	N/A	N/A
5354	VC_A0897	Q9KL51	N/A	N/A
5355	N/A	P83849	N/A	N/A
5358	pabC	P28305	N/A	N/A
5359	folP	Q81VW8	N/A	N/A
5360	PDE9A	O76083	5152	ENSG00000160191
5362	chiB1	Q873X9	N/A	N/A
5363	phnX	O31156	N/A	N/A
5364	dut	Q0P8G4	N/A	N/A
5365	blaVIM-2	Q9K2N0	N/A	N/A
5366	TM_1080	Q9X0G9	N/A	N/A
5367	prx	Q5MYR6	N/A	N/A
5368	def	P43522	N/A	N/A
5369	GLIPR2	Q9H4G4	152007	ENSG00000122694
5370	TM_1158	Q9X0P2	N/A	N/A
5371	def	P96113	N/A	N/A
5372	Tfu_1933	Q47NK3	N/A	N/A
5410	ugl	Q9RC92	N/A	N/A
5411	stxB2e	Q47644	N/A	N/A
5412	TTHA0666	Q5SKH7	N/A	N/A
5413	flA	Q70GK9	N/A	N/A
5414	L5	Q64822	N/A	N/A
5416	N/A	P49302	N/A	N/A
5418	L5	Q64823	N/A	N/A
5420	N/A	Q8GN86	N/A	N/A
5421	PFE0660c	Q8I3X4	N/A	N/A
5422	hex	O85361	N/A	N/A
5423	HI_1317	P44160	N/A	N/A
5424	NEIL1	Q96FI4	79661	ENSG00000140398
5426	cpo	O31168	N/A	N/A
5427	chqB	Q5PXQ6	N/A	N/A
5428	repA	Q52546	N/A	N/A
5430	HNF4G	Q14541	3174	ENSG00000164749
5431	N/A	P83812	N/A	N/A
5432	TRAPPC3	O43617	27095	ENSG00000054116
5433	TM_1468	Q9X1H9	N/A	N/A
5435	42	P08773	N/A	N/A
5436	N/A	Q7SIE9	N/A	N/A
5437	atsK	Q9WWU5	N/A	N/A
5439	hslO	P0A6Y5	N/A	N/A
5440	yebR	P76270	N/A	N/A
5443	ymdB	P0A8D6	N/A	N/A
5445	blaB	P52664	N/A	N/A
5446	HI_1679	P45314	N/A	N/A
5447	L3MBTL1	Q9Y468	26013	ENSG00000185513
5448	rnz	P54548	N/A	N/A
5449	mglB	Q9X9L0	N/A	N/A
5450	pep	Q9X5N2	N/A	N/A
5454	inlA	P25146	N/A	N/A
5455	ARSA	P15289	410	ENSG00000100299
5461	F9	Q5FBE1	N/A	N/A
5463	KCNMB2	Q9Y691	10242	ENSG00000197584
5466	STM4066	Q8ZKR2	N/A	N/A
5469	shp	P36275	N/A	N/A
5480	ADCYAP1	P18509	116	ENSG00000141433
5481	TCTS-154	Q26964	N/A	N/A
5482	NEU2	Q9Y3R4	4759	ENSG00000115488
5483	ANXA3	P12429	306	ENSG00000138772
5484	N/A	O69007	N/A	N/A
5487	snoaL	Q9RN59	N/A	N/A
5488	pph	Q9X2W8	N/A	N/A
5489	nrdB	P69924	N/A	N/A
5490	N/A	P83786	N/A	N/A
5491	mdeA	P13254	N/A	N/A
5492	metB	P00935	N/A	N/A
5493	N/A	P33447	N/A	N/A
5497	DR_0044	Q9RYA6	N/A	N/A
5498	lamB	P02943	N/A	N/A
5553	Acel_0614	P54583	N/A	N/A
5554	mglB	P23905	N/A	N/A
5559	nplT	P38940	N/A	N/A
5560	xynA	Q60037	N/A	N/A
5561	lamB	P26466	N/A	N/A
5562	N/A	Q26609	N/A	N/A
5563	LGALS2	P05162	3957	ENSG00000100079
5565	ppgmk	Q7WT42	N/A	N/A
5568	celC307	P23340	N/A	N/A
5569	engF	P94622	N/A	N/A
5570	celD	P26221	N/A	N/A
5574	YPTB1668	P11922	N/A	N/A
5575	12	P10930	N/A	N/A
5577	purE	Q2QJL3	N/A	N/A
5578	rplD	P38516	N/A	N/A
5579	CPB1	P15086	1360	ENSG00000153002
5580	PII	P03277	N/A	N/A
5581	bfrA	O33833	N/A	N/A
5582	sspA	Q7CL96	N/A	N/A
5583	rtcA	P46849	N/A	N/A
5586	PLEKHA1	Q9HB21	59338	ENSG00000107679
5587	fbpA	P21408	N/A	N/A
5588	TM_0570	Q9WZ40	N/A	N/A
5590	nusB	Q9X286	N/A	N/A
5591	C8G	P07360	733	ENSG00000176919
5592	nrdF	Q9CBQ2	N/A	N/A
5593	N/A	Q7SIC5	N/A	N/A
5595	rpiA	P44725	N/A	N/A
5597	17	Q37875	N/A	N/A
5598	TM_1436	Q9X1F0	N/A	N/A
5599	pcaB	P32427	N/A	N/A
5600	pdc	P06672	N/A	N/A
5602	licC	Q97QE9	N/A	N/A
5607	ipdC	P23234	N/A	N/A
5608	N/A	Q9LCV9	N/A	N/A
5610	tktA	P27302	N/A	N/A
5618	ARF4	P18085	378	ENSG00000168374
5619	GMDS	O60547	2762	ENSG00000112699
5621	tuf	Q01698	N/A	N/A
5624	rab6	Q26000	N/A	N/A
5626	NME2	P22392	4831; 654364	ENSG00000011052
5627	gca	Q51366	N/A	N/A
5628	rsgA	Q9X242	N/A	N/A
5630	ARL5A	Q9Y689	26225	ENSG00000162980
5631	alr3165	Q8YSC4	N/A	N/A
5634	N/A	Q9GPQ4	N/A	N/A
5635	lsrB	Q8Z2X8	N/A	N/A
5637	xly	Q9AQS0	N/A	N/A
5638	hslU	P0A6H7	N/A	N/A
5641	TM_0588	Q9WZ57	N/A	N/A
5642	clpB	Q9RA63	N/A	N/A
5643	epsE	P37093	N/A	N/A
5644	phoQ	P23837	N/A	N/A
5645	parE	P20083	N/A	N/A
5646	GALK1	P51570	2584	ENSG00000108479
5649	kdpB	P03960	N/A	N/A
5650	DR_0842	Q9RW27	N/A	N/A
5660	estB	Q9KX40	N/A	N/A
5666	PTH	P01270	5741	ENSG00000152266
5668	TM_0268	Q9WYA5	N/A	N/A
5669	rpmA	P60493	N/A	N/A
5670	ohr	Q9HZZ3	N/A	N/A
5672	moaA	P65389	N/A	N/A
5673	bca	Q02192	N/A	N/A
5675	torD	O87949	N/A	N/A
5676	AXIN1	O15169	8312	ENSG00000103126
5682	RNASE1	P07998	6035	ENSG00000129538
5683	hheC	Q93D82	N/A	N/A
5686	KCNC4	Q03721	3749	ENSG00000116396
5689	ptsH	P07515	N/A	N/A
5690	gtfD	Q9AFC7	N/A	N/A
5691	rmlC	O06330	N/A	N/A
5692	PDE1B	Q01064	5153	ENSG00000123360
5694	licT	P39805	N/A	N/A
5695	N/A	O66145	N/A	N/A
5696	aly	Q9KWU1	N/A	N/A
5698	ribE	P0AFU8	N/A	N/A
5701	ORF	Q9Q2G8	N/A	N/A
5710	Tb927.5.1360	Q57VC7	N/A	N/A
5711	QPCT	Q16769	25797	ENSG00000115828
5712	mmoX	P22869	N/A	N/A
5713	HMGCL	P35914	3155	ENSG00000117305
5714	Rmet_5193	Q1LCS4	N/A	N/A
5716	CSNK1G2	P78368	1455	ENSG00000133275
5717	WEE1	P30291	7465	ENSG00000166483
5718	CYP2A6	P11509	1548	ENSG00000255974
5719	radh	Q84EX5	N/A	N/A
5721	pol	Q8Q3H0	N/A	N/A
5722	acma	O52646	N/A	N/A
5725	sdhA	P0AC41	N/A	N/A
5726	N/A	P13901	N/A	N/A
5727	env	P35961	N/A	N/A
5728	birA	P06709	N/A	N/A
5730	CAPN1	P07384	823	ENSG00000014216
5736	arcA	P13981	N/A	N/A
5741	PF11_0282	Q8II92	N/A	N/A
5742	opdA	Q93LD7	N/A	N/A
5744	uppS	P60472	N/A	N/A
5745	nagJ	Q8XL08	N/A	N/A
5748	pol	O92139	N/A	N/A
5750	cinA	P29827	N/A	N/A
5751	prcA	O33244	N/A	N/A
5752	psbA1	P0A444	N/A	N/A
5754	N/A	P52700	N/A	N/A
5756	dac	P39045	N/A	N/A
5757	oxoO	O05935	N/A	N/A
5758	PPA1039	Q6A8X5	N/A	N/A
5760	NR5A1	Q13285	2516	ENSG00000136931
5763	AFUA_4G03560	Q4W9V8	N/A	N/A
5765	dehB	Q7AUG5	N/A	N/A
5766	SIRT5	Q9NXA8	23408	ENSG00000124523
5769	N/A	Q54AI1	N/A	N/A
5770	bsd	P0C2P0	N/A	N/A
5771	ORF36	P0C0E6	N/A	N/A
5772	rpoA	Q9Z9H6	N/A	N/A
5773	rpoB	Q8RQE9	N/A	N/A
5774	rpoC	Q8RQE8	N/A	N/A
5775	rpoZ	Q8RQE7	N/A	N/A
5776	TTHA0532	Q5SKW1	N/A	N/A
5779	N/A	P03303	N/A	N/A
5787	TEK	Q02763	7010	ENSG00000120156
5788	TP53	P04637	7157	ENSG00000141510
5790	CHEK1	O14757	1111	ENSG00000149554
5793	MT-CO2	P00403	4513	ENSG00000198712
5800	APP	P05067	351	ENSG00000142192
5805	ponA	Q04707	N/A	N/A
5812	TUBB2B	Q9BVA1	347733	ENSG00000137285
5816	CDH5	P33151	1003	ENSG00000179776
5817	AURKB	Q96GD4	9212	ENSG00000178999
5838	TRPV3	Q8NET8	162514	ENSG00000167723
5839	CTSK	P43235	1513	ENSG00000143387
5841	IGF1	P05019	3479	ENSG00000017427
5849	PRKAR1A	P10644	5573	ENSG00000108946
5852	AGTR2	P50052	186	ENSG00000180772
5867	N/A	P26664	N/A	N/A
5878	CHRFAM7A	Q693P7	N/A	N/A
5898	C3	P01024	718	ENSG00000125730
5899	CD3D	P04234	915	ENSG00000167286
5900	CD3G	P09693	917	ENSG00000160654
5901	CD247	P20963	919	ENSG00000198821
5925	NPY	P01303	4852	ENSG00000122585
5934	CYP26A1	O43174	1592	ENSG00000095596
5948	HLA-A	P01892	N/A	ENSG00000235657
5955	CD4	P01730	920	ENSG00000010610
5961	INS	P01308	3630	ENSG00000254647
5963	JAK3	P52333	3718	ENSG00000105639
5983	MAN2A1	Q16706	4124	ENSG00000112893
5986	PTH1R	Q03431	5745	ENSG00000160801
5990	BCL2L1	Q07817	598	ENSG00000171552
5993	BDKRB2	P30411	624	ENSG00000168398
5995	ACCS	Q96QU6	84680	ENSG00000110455
5997	TNFSF11	O14788	8600	ENSG00000120659
5998	TLR8	Q9NR97	51311	ENSG00000101916
6002	PTGER4	P35408	5734	ENSG00000171522
6003	HDAC4	P56524	9759	ENSG00000068024
6005	HDAC7	Q8WUI4	51564	ENSG00000061273
6007	NA	P27907	N/A	N/A
6008	SSTR2	P30874	6752	ENSG00000180616
6010	SLC19A2	O60779	10560	ENSG00000117479
6011	CTRB1	P17538	N/A	ENSG00000168925
6012	TDO2	P48775	6999	ENSG00000151790
6013	CYP2E1	P05181	1571	ENSG00000130649
6014	CYP2A13	Q16696	1553	ENSG00000197838
6016	CYP2C19	P33261	1557	ENSG00000165841
6017	CYP11A1	P05108	1583	ENSG00000140459
6018	UGT1A9	O60656	54600	ENSG00000241119
6019	SHV-7	Q46759	N/A	N/A
6020	AOX1	Q06278	316	ENSG00000138356
6021	ADK	P55263	132	ENSG00000156110
6022	UGT1A1	P22309	54658	ENSG00000241635
6023	CYP11B2	P19099	1585	ENSG00000179142
6024	CYP1A1	P04798	1543	ENSG00000140465
6025	UGT1A4	P22310	54657	ENSG00000244474
6026	ADH6	P28332	130	ENSG00000172955
6027	ALPL	P05186	249	ENSG00000162551
6028	knt	P05057	N/A	N/A
6029	aphA1	P00551	N/A	N/A
6030	CYP2B6	P20813	1555	ENSG00000197408
6031	CYP3A43	Q9HB55	64816	ENSG00000021461
6032	fas	P95029	N/A	N/A
6033	CXCR1	P25024	3577	ENSG00000163464
6034	ASMT	P46597	438	ENSG00000196433
6035	RORB	Q92753	6096	ENSG00000198963
6036	EPX	P11678	8288	ENSG00000121053
6037	PDE6G	P18545	5148	ENSG00000185527
6038	PDE6H	Q13956	5149	ENSG00000139053
6039	PDE11A	Q9HCR9	50940	ENSG00000128655
6040	PGD	P52209	5226	ENSG00000142657
6042	PTGR2	Q8N8N7	145482	ENSG00000140043
6043	GPR44	Q9Y5Y4	11251	ENSG00000183134
6044	PON3	Q15166	5446	ENSG00000105852
6045	CACNA2D3	Q8IZS8	55799	ENSG00000157445
6046	CACNB1	Q6TME4	N/A	N/A
6047	PDE1A	P54750	5136	ENSG00000115252
6048	TNNC2	P02585	7125	ENSG00000101470
6055	PTPRS	Q13332	5802	ENSG00000105426
6056	PTPRE	P23469	5791	ENSG00000132334
6057	ATP6V1A	P38606	523	ENSG00000114573
6058	GGPS1	O95749	9453	ENSG00000152904
6060	N/A	N/A	N/A	N/A
6061	N/A	N/A	N/A	N/A
6062	RHOB	P62745	388	ENSG00000143878
6063	MR1	Q95460	3140	ENSG00000153029
6065	ITGB1	P05556	3688	ENSG00000150093
6066	ITGAV	P06756	3685	ENSG00000138448
6067	mecA	C1KC03	N/A	N/A
6068	GUCY1A2	P33402	2977	ENSG00000152402
6069	mrdA	P0AD65	N/A	N/A
6070	NISCH	Q9Y2I1	11188	ENSG00000010322
6072	KCNK3	O14649	3777	ENSG00000171303
6073	KCNK9	Q9NPC2	51305	ENSG00000169427
6075	N/A	N/A	N/A	N/A
6076	N/A	N/A	N/A	N/A
6077	N/A	N/A	N/A	N/A
6078	CHRNB4	P30926	1143	ENSG00000117971
6079	CHRNA3	P32297	1136	ENSG00000080644
6080	CHRNA5	P30532	1138	ENSG00000169684
6081	CHRNA6	Q15825	8973	ENSG00000147434
6082	CHRNB3	Q05901	1142	ENSG00000147432
6083	DGUOK	Q16854	1716	ENSG00000114956
6085	FABP2	P12104	2169	ENSG00000145384
6086	GABRG2	P18507	2566	ENSG00000113327
6087	GABRG1	Q8N1C3	2565	ENSG00000163285
6088	GABRG3	Q99928	2567	ENSG00000182256
6089	GABRE	P78334	2564	ENSG00000102287
6090	GABRP	O00591	2568	ENSG00000094755
6091	GABRQ	Q9UN88	55879	ENSG00000147402
6092	GABRR2	P28476	2570	ENSG00000111886
6093	GABRD	O14764	2563	ENSG00000187730
6094	BCR/ABL fusion	A9UF02	N/A	N/A
6095	N/A	N/A	N/A	N/A
6096	LALBA	P00709	3906	ENSG00000167531
6097	S100A2	P29034	6273	ENSG00000196754
6098	KCND2	Q9NZV8	3751	ENSG00000184408
6099	KCND3	Q9UK17	3752	ENSG00000171385
6100	NTRK2	Q16620	4915	ENSG00000148053
6101	FMO3	P31513	2328	ENSG00000007933
6102	NAT2	P11245	10	ENSG00000156006
6103	NAT1	P18440	9	ENSG00000171428
6104	FMO1	Q01740	2326	ENSG00000010932
6105	AKR1D1	P51857	6718	ENSG00000122787
6106	CYP2C18	P33260	1562	ENSG00000108242
6107	CYP3A7	P24462	1551	ENSG00000160870
6108	RRM2B	Q7LG56	50484	ENSG00000048392
6109	POLE	Q07864	5426	ENSG00000177084
6110	POLE2	P56282	5427	ENSG00000100479
